provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code
PR_00084,1240659657,Thomas,Clark,MD PhD,"Thomas Clark, MD PhD",Pulmonology,1261 Third Ave,,Buffalo,NY,10004,(310) 542-8055,1261 Third Ave,,Buffalo,NY,10004,060NY746624,NY,2024-02-05,Unknown,True,20,NYU Grossman School of Medicine,Cleveland Clinic,2024-12-31,242168966X
PR_00085,9398280732,William,Sanchez,MD PhD,"William Sanchez, MD PhD",Cardiology,8045 Amsterdam Ave,,BRONX,NY,11201,310  498.2133,8045 Amsterdam Ave,,Bronx,NY,11201,060NY512022,NY,2025-01-17,No,False,9,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-04-26,288404247X
PR_00086,0589113523,Robert,Ramirez,DO PhD,"Robert Ramirez, DO PhD",Ophthalmology,9797 First Ave,,Yonkers,NY,14201,(626) 827-1725,9797 First Ave,,Yonkers,NY,14201,060NY825309,NY,2025-05-06,Unknown,False,22,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-08-28,213234748X
PR_00087,5738757176,Thomas,Anderson,DO,"Thomas Anderson, DO",Anesthesiology,6409 First Ave,,Albany,NY,10003,(818) 913-8412,1713 Lexington Ave,Suite 847,Yonkers,NY,10002,060NY248557,NY,2024-12-14,No,True,20,Harvard Medical School,Johns Hopkins Hospital,2025-08-22,246047142X
PR_00088,2266093799,Rajesh,Miller,DO,"Rajesh Miller, DO",Oncology,3997 Ventura Blvd,Suite 673,San Francisco,CA,94001,(213) 598-1072,3997 Ventura Blvd,Suite 673,San Francisco,CA,94001,A70562,CA,2024-04-19,Unknown,True,14,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2024-11-11,213656928X
PR_00089,6969155799,Ana,Sharma,DO,"Ana Sharma, DO",Urology,3229 First Ave,,Brooklyn,NY,10005,646- 889-5873,3229 First Ave,,Brooklyn,NY,10005,060NY770153,NY,2024-10-03,Unknown,True,9,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-05-03,240987410X
PR_00090,2742257906,James,Lopez,MD PhD,"James Lopez, MD PhD",Ophthalmology,8370 Rodeo Dr,Suite 492,Oakland,CA,95001,(929) 209-8939,8370 Rodeo Dr,Suite 492,Oakland,CA,95001,A73788,CA,2023-12-21,Yes,True,25,Yale School of Medicine,Mount Sinai Hospital,2025-02-05,291898431X
PR_00091,9788191484,Barbara,Clark,DO PhD,"Barbara Clark, DO PhD",Orthopedic Surgery,1355 Amsterdam Ave,Suite 381,New York,NY,10004,(929) 755-1681,1355 Amsterdam Ave,Suite 381,New York,NY,10004,060NY402692,NY,2023-12-11,Unknown,False,35,University of Pennsylvania Perelman School of Medicine,UCSF Medical Center,2025-07-12,298782730X
PR_00092,9233095843,Wei,Thomas,MD PhD,"Wei Thomas, MD PhD",Orthopedic Surgery,529 Santa Monica Blvd,,Fresno,CA,910**,(424) 751-3758,1924 Hollywood Blvd,,San Jose,CA,95001,A89988,CA,2025-05-26,No,False,19,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-13,291174010X
PR_00093,6711684571,Wei,Miller,DO,"Wei Miller, DO",Gastroenterology,6744 Main St,,Fresno,CA,90003,310- 535-1040,2397 Beverly Dr,,San Jose,CA,92001,A85684,CA,2024-07-04,Unknown,True,30,NYU Grossman School of Medicine,Johns Hopkins Hospital,2024-12-03,253380520X
PR_00094,0170127704,Christopher,Ramirez,DO,"Christopher Ramirez, DO",Internal Medicine,5290 Lexington Ave,,Rochester,NY,14201,(213) 407-3161,5290 Lexington Ave,,Rochester,NY,14201,060NY608913,NY,2024-12-04,Unknown,False,11,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2024-10-02,248376818X
PR_00095,0371293877,Thomas,Garcia,MD PhD,"Thomas Garcia, MD PhD",Cardiology,2712 Main St,,Oakland,CA,90005,(212) 208-6629,2712 Main St,,Oakland,CA,90005,A66260,CA,2023-07-06,Yes,False,9,UCSF School of Medicine,Johns Hopkins Hospital,2025-05-08,251414775X
PR_00096,0927532699,David,Miller,MD,"David Miller, MD",Otolaryngology,4903 Madison Ave,,Yonkers,NY,10003,(626) 653-4559,4903 Madison Ave,,Yonkers,NY,10003,060NY171734,NY,2025-12-22,Yes,True,9,Stanford University School of Medicine,UCSF Medical Center,2025-03-07,257631581X
PR_00097,3898364031,Mary,Rodriguez,DO,"Mary Rodriguez, DO",Anesthesiology,1381 Park Ave,,Albany,NY,14202,(310) 595-2847,1381 Park Ave,,Albany,NY,14202,060NY916808,NY,2023-02-24,Yes,False,39,Stanford University School of Medicine,Massachusetts General Hospital,2025-03-02,242476240X
PR_00098,6618892415,Robert,Harris,DO PhD,"Robert Harris, DO PhD",Gastroenterology,2831 First Ave,,Brooklyn,NY,10001,(347) 280-9377,3535 Broadway,,New York,NY,11202,060NY759104,NY,2025-10-23,Yes,True,35,NYU Grossman School of Medicine,UCSF Medical Center,2024-11-06,285133532X
PR_00099,7588425246,Carlos,Jones,MD PhD,"Carlos Jones, MD PhD",Orthopedic Surgery,3910 Main St,,SAN JOSE,CA,90002,(818) 320-1480,9976 Main St,Suite 824,Fresno,CA,90003,A27984,CA,2023-01-24,No,False,18,Yale School of Medicine,Johns Hopkins Hospital,2025-04-21,295606407X
PR_00100,8000307565,Sarah,Jones,DO PhD,"Sarah Jones, DO PhD",Psychiatry,5901 Broadway,Suite 261,Syracuse,NY,14202,(646) 383-1579,5901 Broadway,Suite 261,Syracuse,NY,14202,060NY207903,NY,2023-08-25,Unknown,False,15,NYU Grossman School of Medicine,Cleveland Clinic,2025-02-01,296675408X
PR_00101,4451870534,Mary,Moore,MD,"Mary Moore, MD",Pulmonology,1957 York Ave,Suite 628,New York,NY,10003,347  777.5979,1957 York Ave,Suite 628,New York,NY,10003,060NY520400,NY,2023-05-22,Unknown,True,30,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-05-25,298309564X
PR_00102,6413836704,Mohammed,Sharma,DO,"Mohammed Sharma, DO",Family Medicine,6719 Broadway,,Bronx,NY,14201,(646) 928-5584,6719 Broadway,,Bronx,NY,14201,060NY110060,NY,2024-11-17,Yes,True,15,Yale School of Medicine,UCSF Medical Center,2024-09-09,249995026X
PR_00103,7431329120,Elizabeth,Garcia,MD,"Elizabeth Garcia, MD",Radiology,6462 Fifth Ave,,New York,NY,11202,(718) 368-8365,4779 Lexington Ave,,Rochester,NY,11202,060NY871073,NY,2024-10-30,No,False,27,Stanford University School of Medicine,UCLA Medical Center,2025-05-19,260655283X
PR_00104,5680442064,Charles,Robinson,MD PhD,"Charles Robinson, MD PhD",Psychiatry,1482 Sunset Blvd,Suite 955,Fresno,CA,95001,(310) 769-5093,1482 Sunset Blvd,Suite 955,Fresno,CA,95001,A29441,CA,2023-07-06,Yes,False,7,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-08-27,208277097X
PR_00105,3721510706,Wei,Anderson,DO,"Wei Anderson, DO",Pediatrics,6564 Third Ave,,Brooklyn,NY,14202,(646) 787-8096,6564 Third Ave,,Brooklyn,NY,14202,060NY178629,NY,2023-02-14,Unknown,False,32,Harvard Medical School,UCSF Medical Center,2024-09-18,257265875X
PR_00106,6870146265,William,Thompson,DO,"William Thompson, DO",Endocrinology,4506 Melrose Avenue,Suite 734,Santa Ana,CA,90003,(917) 858-9614,4506 Melrose Ave,Suite 734,Santa Ana,CA,90003,A94840,CA,2024-08-27,Yes,True,25,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-11-28,265052579X
PR_00107,5932133483,Patricia,Wang,MD PhD,"Patricia Wang, MD PhD",Endocrinology,2947 Broadway,Suite 930,Rochester,NY,14202,(818) 257-4594,2947 Broadway,Suite 930,Rochester,NY,14202,060NY161437,NY,2025-08-24,Unknown,False,23,Johns Hopkins School of Medicine,Mayo Clinic,2025-05-04,279526622X
PR_00108,7010393089,Mary,Thompson,MD,"Mary Thompson, MD",Orthopedic Surgery,5762 Pico Blvd,,San Francisco,CA,95001,(310) 200-6435,5762 Pico Blvd,,San Francisco,CA,95001,A74517,CA,2024-09-24,Unknown,True,9,NYU Grossman School of Medicine,Mayo Clinic,2025-03-21,207993466X
PR_00109,4522675281,John,Martinez,DO,"John Martinez, DO",Radiology,8623 Beverly Dr,,San Diego,CA,91001,818  828.6846,8623 Beverly Dr,,San Diego,CA,91001,A86810,CA,2023-07-26,Yes,True,25,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2025-06-29,223851602X
PR_00110,1725135526,Maria,Smith,DO PhD,"Maria Smith, DO PhD",Otolaryngology,9298 Main St,,San Francisco,CA,95001,(626) 290-6500,9298 Main St,,San Francisco,CA,95001,A90134,CA,2024-03-28,No,True,17,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2024-09-13,209099261X
PR_00111,8617932710,Patricia,Taylor,MD,"Patricia Taylor, MD",Pathology,789 Rodeo Dr,,Santa Ana,CA,92001,(212) 501-1328,789 Rodeo Dr,,Santa Ana,CA,92001,A74629,CA,2025-02-14,No,False,7,Stanford University School of Medicine,UCLA Medical Center,2025-06-07,250393104X
PR_00112,8444310695,William,Jones,MD,"William Jones, MD",Ophthalmology,7910 Central Park West,,New York,NY,11202,(323) 702-3516,7114 Madison Ave,,New York,NY,10002,060NY299212,NY,2025-04-18,Yes,False,1,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-04-05,288854850X
PR_00113,7741862562,Rajesh,Liu,DO PhD,"Rajesh Liu, DO PhD",Oncology,422 Park Ave,,Queens,NY,10005,9293918303,422 Park Ave,,Queens,NY,10005,060NY221119,NY,2024-09-23,Yes,False,29,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-05-10,236045780X
PR_00114,8687937415,Sarah,Brown,DO,"Sarah Brown, DO",Oncology,1585 Wilshire Blvd,,Sacramento,CA,94001,(213) 931-1568,1585 Wilshire Blvd,,Sacramento,CA,94001,A39820,CA,2023-05-05,Unknown,True,8,UCSF School of Medicine,Mayo Clinic,2025-06-09,228439415X
PR_00115,1168685480,Ana,Gonzalez,DO,"Ana Gonzalez, DO",Radiology,1284 Columbus Ave,,Yonkers,NY,10004,(310) 212-9561,1284 Columbus Ave,,Yonkers,NY,10004,060NY974625,NY,2024-06-12,No,True,27,Johns Hopkins School of Medicine,Mayo Clinic,2024-11-16,278911183X
PR_00116,9702462995,Sarah,Miller,MD,"Sarah Miller, MD",Otolaryngology,1655 Lexington Ave,,Albany,NY,11201,(626) 910-7581,1655 Lexington Ave,,Albany,NY,11201,060NY786594,NY,2025-09-21,Yes,False,22,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-01-02,236048781X
PR_00117,7546913733,Mohammed,White,MD,"Mohammed White, MD",Anesthesiology,4966 Lexington Ave,,Buffalo,NY,11203,213  958.8937,4966 Lexington Ave,,Buffalo,NY,11203,060NY339030,NY,2023-10-03,Unknown,False,4,Yale School of Medicine,Mayo Clinic,2025-07-31,241758234X
PR_00118,7053457867,Ahmed,Kumar,DO PhD,"Ahmed Kumar, DO PhD",Internal Medicine,8590 Amsterdam Ave,Suite 952,New York,NY,10003,(626) 326-1500,8590 Amsterdam Ave,Suite 952,New York,NY,10003,060NY160426,NY,2024-05-25,Yes,False,32,University of Michigan Medical School,Mount Sinai Hospital,2025-06-04,263697356X
PR_00119,0072290348,Sarah,Chen,MD PhD,"Sarah Chen, MD PhD",Endocrinology,4238 Central Park West,Suite 150,Brooklyn,NY,10005,(424) 512-5511,9376 Park Ave,,Bronx,NY,10004,060NY382154,NY,2025-04-18,No,False,23,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-05-14,262639147X
PR_00120,1545444329,Charles,Singh,DO PhD,"Charles Singh, DO PhD",Nephrology,121 York Ave,,Rochester,NY,14201,(323) 983-4937,121 York Ave,,Rochester,NY,14201,060NY412974,NY,2023-08-10,Yes,False,21,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-10-02,266756250X
PR_00121,8428241727,Charles,Taylor,DO PhD,"Charles Taylor, DO PhD",Pediatrics,579 Amsterdam Ave,,Bronx,NY,11201,818  464.3999,579 Amsterdam Ave,,Bronx,NY,11201,060NY660605,NY,2025-09-01,Unknown,False,6,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-05-11,299886165X
PR_00122,8460223562,Li,Martin,DO PhD,"Li Martin, DO PhD",Oncology,5429 Beverly Dr,Suite 971,Fresno,CA,95001,(424) 668-3346,880 Pico Blvd,,San Diego,CA,93001,A75598,CA,2023-09-03,No,True,6,UCSF School of Medicine,UCLA Medical Center,2024-10-14,223732951X
PR_00123,6676008352,Mary,Brown,MD,"Mary Brown, MD",Gastroenterology,3431 Madison Ave,,Queens,NY,11203,(212) 529-9700,3431 Madison Ave,,Queens,NY,11203,060NY235691,NY,2025-06-07,Yes,True,1,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2024-09-12,246217844X
PR_00124,9856257532,Charles,Rodriguez,MD,"Charles Rodriguez, MD",Endocrinology,9645 Lexington Ave,,Queens,NY,10002,(646) 613-1313,9645 Lexington Ave,,Queens,NY,10002,060NY404955,NY,2025-07-22,Yes,True,9,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2024-11-05,267730769X
PR_00125,0167618476,William,Davis,MD PhD,"William Davis, MD PhD",Family Medicine,613 Rodeo Dr,,Fresno,CA,94001,8183564366,613 Rodeo Dr,,Fresno,CA,94001,A16286,CA,2023-08-10,Unknown,True,20,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2024-09-28,269834723X
PR_00126,8356420876,Thomas,Yang,DO,"Thomas Yang, DO",Emergency Medicine,1719 York Ave,Suite 208,Brooklyn,NY,10005,(917) 904-8875,1719 York Ave,Suite 208,Brooklyn,NY,10005,060NY738584,NY,2024-02-14,No,True,1,Harvard Medical School,Johns Hopkins Hospital,2025-07-08,277061479X
PR_00127,0120455612,Priya,Shah,DO,"Priya Shah, DO",Pulmonology,8384 Wilshire Blvd,,San Diego,CA,900**,(718) 976-1751,8384 Wilshire Blvd,,San Diego,CA,90005,A48800,CA,2024-06-24,Yes,True,11,NYU Grossman School of Medicine,UCLA Medical Center,2025-01-21,283457527X
PR_00128,2120216978,Thomas,Garcia,MD PhD,"Thomas Garcia, MD PhD",Gastroenterology,2997 Wilshire Blvd,,Oakland,CA,92001,(424) 894-8178,2997 Wilshire Blvd,,Oakland,CA,92001,A60556,CA,2025-09-06,Yes,False,23,University of Michigan Medical School,Massachusetts General Hospital,2024-09-17,297613685X
PR_00129,9358891639,Mohammed,Rodriguez,DO PhD,"Mohammed Rodriguez, DO PhD",Otolaryngology,1851 Rodeo Dr,Suite 770,Santa Ana,CA,90001,3105547305,1851 Rodeo Dr,Suite 770,Santa Ana,CA,90001,A98857,CA,2025-12-10,Yes,True,1,Johns Hopkins School of Medicine,Mount Sinai Hospital,2024-12-23,222200132X
PR_00130,7797177519,David,Shah,MD PhD,"David Shah, MD PhD",Pediatrics,4558 Broadway,,Albany,NY,10004,(310) 963-1291,4558 Broadway,,Albany,NY,10004,060NY956794,NY,2024-04-26,Yes,False,27,Harvard Medical School,Massachusetts General Hospital,2025-07-18,281094790X
PR_00131,7113055482,Karen,Martin,DO,"Karen Martin, DO",Pathology,7475 Beverly Dr,,Sacramento,CA,90001,(323) 582-2741,7475 Beverly Dr,,Sacramento,CA,90001,A53512,CA,2025-08-26,Yes,True,32,Johns Hopkins School of Medicine,UCSF Medical Center,2025-07-10,234130133X
PR_00132,7080869782,Karen,Gonzalez,DO,"Karen Gonzalez, DO",Dermatology,6438 Park Ave,,Syracuse,NY,10004,(646) 908-3845,6791 Broadway,,Brooklyn,NY,11203,060NY717942,NY,2025-10-29,Unknown,True,7,UCLA David Geffen School of Medicine,UCLA Medical Center,2024-12-18,251628545X
PR_00133,8583339456,Linda,Liu,DO,"Linda Liu, DO",Anesthesiology,5618 Lexington Ave,Suite 716,Syracuse,NY,10003,(626) 335-3913,5618 Lexington Ave,Suite 716,Syracuse,NY,10003,060NY884782,NY,2025-11-15,Unknown,False,8,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-11-08,276589761X
PR_00134,0438057193,Priya,Clark,MD PhD,"Priya Clark, MD PhD",Dermatology,6921 Main Street,,San Diego,CA,90001,(626) 957-4675,928 Hollywood Blvd,,Fresno,CA,90003,A99573,CA,2024-05-28,Unknown,False,16,Yale School of Medicine,NewYork-Presbyterian Hospital,2024-09-13,289186817X
PR_00135,5989334729,Michael,Harris,DO PhD,"Michael Harris, DO PhD",Psychiatry,5123 York Ave,,New York,NY,10001,(626) 276-4063,5123 York Ave,,New York,NY,10001,060NY918859,NY,2025-06-26,Yes,True,25,Harvard Medical School,UCSF Medical Center,2025-04-13,274705402X
PR_00136,8515832815,Thomas,Rodriguez,DO,"Thomas Rodriguez, DO",Radiology,4179 Broadway,,Rochester,NY,11203,(323) 363-7814,2519 Third Ave,,New York,NY,14202,060NY415783,NY,2025-10-01,Unknown,False,6,NYU Grossman School of Medicine,Cleveland Clinic,2025-05-16,289031246X
PR_00137,5616484085,Mary,Perez,MD PhD,"Mary Perez, MD PhD",Internal Medicine,8692 First Ave,Suite 454,Albany,NY,10001,929  726.9335,8692 First Ave,Suite 454,Albany,NY,10001,060NY773462,NY,2024-05-14,No,False,3,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-03-22,268973779X
PR_00138,3861207502,David,Miller,DO,"David Miller, DO",Cardiology,8815 Ventura Blvd,Suite 744,Los Angeles,CA,90002,(718) 275-1889,8815 Ventura Blvd,Suite 744,Los Angeles,CA,90002,A99837,CA,2025-05-18,Yes,False,36,Stanford University School of Medicine,Cleveland Clinic,2025-04-23,254711545X
PR_00139,5814491470,Jennifer,Lewis,DO PhD,"Jennifer Lewis, DO PhD",Pediatrics,277 Second Ave,Suite 837,Brooklyn,NY,14201,(213) 604-1504,277 Second Ave,Suite 837,Brooklyn,NY,14201,060NY892682,NY,2023-04-04,No,True,35,University of Pennsylvania Perelman School of Medicine,Mayo Clinic,2025-02-14,273245898X
PR_00140,3536822239,Charles,Martinez,MD PhD,"Charles Martinez, MD PhD",Anesthesiology,6114 Main St,Suite 686,San Francisco,CA,90002,(424) 458-4183,6114 Main St,Suite 686,San Francisco,CA,90002,A80405,CA,2023-06-24,Yes,True,37,Harvard Medical School,Mount Sinai Hospital,2024-10-07,273774735X
PR_00141,9135775945,David,Jackson,MD,"David Jackson, MD",Anesthesiology,3235 Central Park West,,Syracuse,NY,11201,8187983496,3235 Central Park West,,Syracuse,NY,11201,060NY345925,NY,2023-07-24,Unknown,False,21,UCLA David Geffen School of Medicine,Mayo Clinic,2025-08-31,242038976X
PR_00142,1291428348,Joseph,Anderson,DO PhD,"Joseph Anderson, DO PhD",Ophthalmology,5890 Madison Ave,,Rochester,NY,11203,(818) 841-2252,5890 Madison Ave,,Rochester,NY,11203,060NY420310,NY,2025-09-24,Unknown,True,2,Yale School of Medicine,Massachusetts General Hospital,2024-11-09,277698748X
PR_00143,7881658038,Jennifer,Zhang,DO,"Jennifer Zhang, DO",Dermatology,9038 Melrose Ave,,Santa Ana,CA,90003,(424) 900-3717,9038 Melrose Ave,,Santa Ana,CA,90003,A87280,CA,2024-08-18,Unknown,True,29,Johns Hopkins School of Medicine,Mayo Clinic,2024-11-17,275942072X
PR_00144,5677005185,Priya,Martinez,DO PhD,"Priya Martinez, DO PhD",Endocrinology,663 Hollywood Blvd,Suite 478,Santa Ana,CA,90004,(626) 480-5314,663 Hollywood Blvd,Suite 478,Santa Ana,CA,90004,A97632,CA,2024-02-28,Unknown,True,25,UCLA David Geffen School of Medicine,UCLA Medical Center,2024-11-06,287689346X
PR_00145,0827231846,Mohammed,Jones,MD PhD,"Mohammed Jones, MD PhD",Urology,3652 York Ave,,Yonkers,NY,11201,917- 353-4062,3652 York Ave,,Yonkers,NY,11201,060NY931161,NY,2025-09-14,Yes,False,39,Stanford University School of Medicine,Cleveland Clinic,2025-02-02,244322017X
PR_00146,4286990414,Maria,Davis,DO PhD,"Maria Davis, DO PhD",Orthopedic Surgery,7849 Hollywood Blvd,Suite 144,San Francisco,CA,92001,(917) 659-8723,9706 Sunset Blvd,Suite 686,San Francisco,CA,94001,A29249,CA,2023-04-25,No,True,15,UCLA David Geffen School of Medicine,Mayo Clinic,2024-11-08,224412077X
PR_00147,1279908814,Karen,Kumar,MD PhD,"Karen Kumar, MD PhD",Urology,5615 First Ave,,Brooklyn,NY,10004,(718) 693-3135,272 Park Ave,,Albany,NY,14201,060NY966662,NY,2023-11-03,Unknown,True,28,Yale School of Medicine,UCSF Medical Center,2025-02-25,205830187X
PR_00148,2473149866,Ahmed,Singh,DO PhD,"Ahmed Singh, DO PhD",Gastroenterology,7900 Second Avenue,,Rochester,NY,14202,(347) 393-1089,7900 Second Ave,,Rochester,NY,14202,060NY977857,NY,2023-07-20,Unknown,True,37,Yale School of Medicine,Johns Hopkins Hospital,2024-12-10,200965569X
PR_00149,4636887256,Jennifer,Wilson,MD PhD,"Jennifer Wilson, MD PhD",Urology,1747 Madison Ave,Suite 975,Yonkers,NY,14202,(323) 768-8925,1747 Madison Ave,Suite 975,Yonkers,NY,14202,060NY692099,NY,2025-01-18,No,False,37,NYU Grossman School of Medicine,UCSF Medical Center,2025-06-24,288487446X
PR_00150,6012796114,James,Anderson,DO PhD,"James Anderson, DO PhD",Orthopedic Surgery,2651 Wilshire Blvd,,San Jose,CA,94001,(347) 427-7075,2651 Wilshire Blvd,,San Jose,CA,94001,A82165,CA,2023-04-17,Yes,True,25,UCLA David Geffen School of Medicine,NewYork-Presbyterian Hospital,2024-09-03,280191410X
PR_00151,2053021468,Michael,Lopez,DO PhD,"Michael Lopez, DO PhD",Internal Medicine,3305 Columbus Ave,Suite 902,Albany,NY,10005,(929) 885-7474,3305 Columbus Ave,Suite 902,Albany,NY,10005,060NY640869,NY,2024-04-19,No,True,34,Harvard Medical School,Johns Hopkins Hospital,2025-07-18,273765077X
PR_00152,8181845189,Charles,Chen,MD PhD,"Charles Chen, MD PhD",Gastroenterology,4531 Park Ave,,Bronx,NY,11203,(347) 750-5098,4531 Park Ave,,Bronx,NY,11203,060NY373791,NY,2023-12-25,Unknown,False,25,University of Michigan Medical School,Mount Sinai Hospital,2025-05-01,245588495X
PR_00153,6588043418,Carlos,Robinson,DO PhD,"Carlos Robinson, DO PhD",Radiology,449 Santa Monica Blvd,Suite 748,San Diego,CA,90005,(213) 889-6603,449 Santa Monica Blvd,Suite 748,San Diego,CA,90005,A38885,CA,2024-04-15,Yes,True,31,NYU Grossman School of Medicine,UCLA Medical Center,2025-05-14,277002404X
PR_00154,1117908077,Thomas,Lopez,DO,"Thomas Lopez, DO",Dermatology,3272 Park Ave,Suite 307,Bronx,NY,10005,(929) 835-6167,3272 Park Ave,Suite 307,Bronx,NY,10005,060NY976960,NY,2024-12-30,No,False,32,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-02-11,229808788X
PR_00155,1875003699,Carlos,Wang,DO,"Carlos Wang, DO",Pulmonology,6934 First Ave,,ALBANY,NY,10001,(718) 533-6924,6934 First Ave,,Albany,NY,10001,060NY819678,NY,2023-12-24,Unknown,False,12,Yale School of Medicine,NewYork-Presbyterian Hospital,2025-05-04,236159360X
PR_00156,7292931439,Barbara,Yang,MD PhD,"Barbara Yang, MD PhD",Emergency Medicine,8172 Second Ave,,Bronx,NY,11202,(323) 642-7240,8172 Second Ave,,Bronx,NY,11202,060NY995825,NY,2025-03-31,Yes,True,10,UCSF School of Medicine,Massachusetts General Hospital,2025-06-04,256575546X
PR_00157,8845061596,Barbara,Rodriguez,MD PhD,"Barbara Rodriguez, MD PhD",Pathology,4916 Melrose Ave,Suite 267,Los Angeles,CA,92001,(917) 790-9821,4167 Santa Monica Blvd,,San Diego,CA,93001,A44048,CA,2025-01-09,Yes,False,23,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-01-17,210523679X
PR_00158,2535544961,Jennifer,Yang,MD PhD,"Jennifer Yang, MD PhD",Pediatrics,2374 Madison Ave,,Rochester,NY,11202,(347) 655-6950,2374 Madison Ave,,Rochester,NY,11202,060NY990136,NY,2023-05-27,Unknown,False,27,Johns Hopkins School of Medicine,Mayo Clinic,2025-08-22,216782572X
PR_00159,6811492161,Maria,Thomas,MD PhD,"Maria Thomas, MD PhD",Family Medicine,1312 Hollywood Blvd,Suite 165,San Francisco,CA,92001,(347) 434-5053,1312 Hollywood Blvd,Suite 165,San Francisco,CA,92001,A72021,CA,2023-04-21,Unknown,False,29,Johns Hopkins School of Medicine,Mayo Clinic,2024-12-07,222898616X
PR_00160,9796884577,John,Williams,MD PhD,"John Williams, MD PhD",Otolaryngology,5329 Santa Monica Blvd,,Santa Ana,CA,94001,(323) 432-2467,5329 Santa Monica Blvd,,Santa Ana,CA,94001,A27709,CA,2023-12-29,No,False,24,UCLA David Geffen School of Medicine,NewYork-Presbyterian Hospital,2025-06-15,240744867X
PR_00161,9308536868,John,Smith,DO,"John Smith, DO",Anesthesiology,7688 York Ave,,New York,NY,11203,(213) 455-3675,7688 York Ave,,New York,NY,11203,060NY109576,NY,2025-05-31,Unknown,False,25,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-07-24,256672010X
PR_00162,5020802147,Rajesh,Thomas,MD PhD,"Rajesh Thomas, MD PhD",Neurology,8716 Lexington Avenue,,Yonkers,NY,10004,(347) 328-8183,4745 Fifth Ave,,Syracuse,NY,14202,060NY834498,NY,2025-10-04,Unknown,True,15,Stanford University School of Medicine,Mayo Clinic,2025-08-26,266247126X
PR_00163,6187234604,Christopher,Perez,DO PhD,"Christopher Perez, DO PhD",Emergency Medicine,8166 Third Ave,,Syracuse,NY,10001,(718) 986-5078,8166 Third Ave,,Syracuse,NY,10001,060NY253184,NY,2023-04-25,No,False,16,Harvard Medical School,Cleveland Clinic,2025-01-10,298693352X
PR_00164,4350313659,Carlos,Miller,DO,"Carlos Miller, DO",Nephrology,5114 Third Ave,,Queens,NY,10001,(212) 371-5523,5114 Third Ave,,Queens,NY,10001,060NY228074,NY,2024-06-02,Unknown,True,26,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-08-12,277990837X
PR_00165,5281273582,Ana,Patel,DO,"Ana Patel, DO",Internal Medicine,1467 Park Ave,Suite 733,Queens,NY,11203,(626) 974-6690,1467 Park Ave,Suite 733,Queens,NY,11203,060NY896456,NY,2023-05-03,No,True,2,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-06-26,233647879X
PR_00166,9821827449,Mohammed,Williams,DO PhD,"Mohammed Williams, DO PhD",Pulmonology,9160 Melrose Ave,,Santa Ana,CA,90004,(323) 575-8439,9160 Melrose Ave,,Santa Ana,CA,90004,A52425,CA,2025-08-17,Yes,False,12,Harvard Medical School,UCLA Medical Center,2024-10-20,232049389X
PR_00167,1022031738,Mary,Jones,DO PhD,"Mary Jones, DO PhD",Endocrinology,8152 York Ave,Suite 519,Queens,NY,14202,(718) 232-7366,8152 York Ave,Suite 519,Queens,NY,14202,060NY215830,NY,2023-07-17,Unknown,False,34,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-08-08,249171204X
