license_number,provider_name,first_name,last_name,license_type,profession_code,specialty,status,issue_date,expiration_date,last_renewal_date,address_line1,address_city,address_state,address_zip,phone,disciplinary_actions,board_certified,medical_school,verification_date
060NY240800,"Christopher Lopez, DO PhD",Christopher,Lopez,Physician,060,Pediatrics,Expired,2017-09-03,2023-01-24,2022-09-29,9101 Second Ave,Rochester,NY,11202,(818) 818-7974,[],True,Yale School of Medicine,2025-09-02
060NY672696,"Jennifer Thompson, DO",Jennifer,Thompson,Physician,060,Pulmonology,Expired,2021-12-27,2025-01-21,2023-02-14,9906 Broadway,Syracuse,NY,10004,(818) 948-9624,[],False,Stanford University School of Medicine,2025-09-02
060NY369437,"Charles Shah, MD",Charles,Shah,Physician,060,Cardiology,Expired,2016-07-08,2023-01-30,2022-09-30,1260 Lexington Ave,Buffalo,NY,10003,(310) 385-9640,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY385831,"Mary Singh, MD",Mary,Singh,Physician,060,Emergency Medicine,Expired,2021-06-27,2024-11-17,2024-10-07,8705 Columbus Ave,Rochester,NY,11202,(323) 545-3947,[],True,Stanford University School of Medicine,2025-09-02
060NY842470,"Susan Miller, DO PhD",Susan,Miller,Physician,060,Pediatrics,Expired,2020-04-10,2023-09-03,2023-06-22,4642 Lexington Ave,Bronx,NY,10001,310  876.2240,[],False,UCLA David Geffen School of Medicine,2025-09-02
060NY834061,"Maria Taylor, DO PhD",Maria,Taylor,Physician,060,Oncology,Expired,2022-02-08,2024-11-06,2024-01-28,8155 Madison Ave,New York,NY,10001,(917) 203-7298,[],False,University of Michigan Medical School,2025-09-02
060NY571132,"Sarah Thomas, DO PhD",Sarah,Thomas,Physician,060,Internal Medicine,Expired,2017-11-15,2023-02-03,2021-12-07,8857 Columbus Ave,Buffalo,NY,11203,6267493440,"[{""action_type"": ""Fine"", ""action_date"": ""2024-12-20"", ""description"": ""Disciplinary action related to patient care""}]",True,Harvard Medical School,2025-09-02
060NY202018,"John Patel, MD",John,Patel,Physician,060,Urology,Expired,2021-01-20,2025-07-23,2023-09-29,2139 Broadway,Queens,NY,10001,(718) 407-7983,[],False,Stanford University School of Medicine,2025-09-02
060NY559969,"Carlos Williams, DO",Carlos,Williams,Physician,060,Otolaryngology,Expired,2017-06-30,2024-05-13,2023-03-20,1979 Lexington Ave,Queens,NY,11202,(212) 207-3939,[],False,UCSF School of Medicine,2025-09-02
060NY192296,"Rajesh Moore, DO PhD",Rajesh,Moore,Physician,060,Pathology,Expired,2019-10-13,2024-09-08,2023-06-12,2860 Amsterdam Ave,New York,NY,14202,(929) 979-9842,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY555786,"James Martinez, DO PhD",James,Martinez,Physician,060,Radiology,Expired,2017-08-08,2024-05-29,2023-10-31,2618 Columbus Ave,New York,NY,10001,310- 727-2901,[],True,University of Michigan Medical School,2025-09-02
060NY409499,"Robert Williams, MD",Robert,Williams,Physician,060,Dermatology,Expired,2020-10-29,2023-11-18,2022-01-09,1821 First Ave,Syracuse,NY,11202,(424) 684-8581,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY101429,"John Patel, MD PhD",John,Patel,Physician,060,Oncology,Expired,2018-08-28,2023-05-25,2022-03-04,7525 Amsterdam Ave,New York,NY,11203,917- 901-2326,[],False,Yale School of Medicine,2025-09-02
060NY806013,"Susan Singh, MD",Susan,Singh,Physician,060,Neurology,Expired,2018-12-10,2023-05-15,2023-03-14,8715 Columbus Ave,Albany,NY,10005,(347) 314-3424,[],True,Yale School of Medicine,2025-09-02
060NY343613,"Priya Sharma, DO",Priya,Sharma,Physician,060,Radiology,Active,2019-03-30,2025-11-30,2024-08-18,6884 First Ave,New York,NY,10005,(310) 511-3161,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY826515,"Carlos Brown, DO",Carlos,Brown,Physician,060,Orthopedic Surgery,Expired,2020-09-20,2023-11-11,2023-01-21,7470 Madison Ave,Queens,NY,14201,6464101568,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY263633,"Sharma, William MD PhD",William,Sharma,Physician,060,Ophthalmology,Expired,2020-01-13,2023-01-09,2022-12-26,409 Second Avenue,Syracuse,NY,10003,(929) 905-2840,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY332934,"Jennifer Yang, DO",Jennifer,Yang,Physician,060,Neurology,Expired,2018-04-15,2024-07-23,2022-12-01,1516 Third Ave,New York,NY,14202,(929) 817-9381,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY535798,"Patricia Smith, MD PhD",Patricia,Smith,Physician,060,Anesthesiology,Expired,2021-10-14,2025-06-25,2024-03-22,5048 First Ave,Albany,NY,10002,(347) 686-9606,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY614416,"Rajesh Moore, DO PhD",Rajesh,Moore,Physician,060,Anesthesiology,Expired,2016-05-24,2023-03-28,2021-11-25,7572 Central Park West,Queens,NY,10004,(347) 507-8742,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY431570,"Fatima Thompson, MD",Fatima,Thompson,Physician,060,Emergency Medicine,Expired,2021-03-06,2024-09-08,2024-01-27,8678 Columbus Ave,Brooklyn,NY,14201,(347) 581-8944,[],False,Stanford University School of Medicine,2025-09-02
060NY480180,"Joseph Gonzalez, MD",Joseph,Gonzalez,Physician,060,Pulmonology,Expired,2021-01-12,2023-10-12,2023-03-02,1252 Fifth Ave,Queens,NY,10001,(818) 345-4712,"[{""action_type"": ""Fine"", ""action_date"": ""2022-11-12"", ""description"": ""Disciplinary action related to professional conduct""}]",True,Johns Hopkins School of Medicine,2025-09-02
060NY721990,"Carlos Davis, MD",Carlos,Davis,Physician,060,Nephrology,Expired,2018-03-30,2023-05-02,2022-12-05,7935 Second Ave,New York,NY,10004,(917) 801-4277,[],False,Stanford University School of Medicine,2025-09-02
060NY478798,"Anderson, Susan DO PhD",Susan,Anderson,Physician,060,Ophthalmology,Expired,2019-09-10,2024-08-13,2024-05-04,5150 Fifth Ave,Syracuse,NY,10002,(818) 519-8273,[],False,UCLA David Geffen School of Medicine,2025-09-02
060NY189135,"Priya White, DO",Priya,White,Physician,060,Dermatology,Expired,2017-12-24,2023-09-02,2022-10-20,8056 Columbus Ave,Brooklyn,NY,11202,(917) 809-7623,[],True,UCSF School of Medicine,2025-09-02
060NY228125,"Sarah Moore, DO PhD",Sarah,Moore,Physician,060,Nephrology,Expired,2022-04-18,2024-05-28,2024-02-09,9883 Second Ave,Syracuse,NY,14201,(646) 591-6356,[],False,University of Michigan Medical School,2025-09-02
060NY995852,"Jennifer Shah, MD",Jennifer,Shah,Physician,060,Endocrinology,Expired,2020-04-17,2023-11-17,2023-03-12,8038 Columbus Ave,Albany,NY,14201,(929) 262-1461,[],True,NYU Grossman School of Medicine,2025-09-02
060NY779564,"Carlos Perez, DO PhD",Carlos,Perez,Physician,060,Otolaryngology,Expired,2019-01-03,2024-10-01,2023-01-12,5655 Third Ave,Yonkers,NY,112**,(212) 671-7921,[],False,Harvard Medical School,2025-09-02
060NY902059,"Mary Harris, DO PhD",Mary,Harris,Physician,060,Orthopedic Surgery,Expired,2019-12-08,2024-11-26,2023-02-23,1602 First Ave,Brooklyn,NY,10004,347- 471-1778,[],False,University of Michigan Medical School,2025-09-02
060NY428574,"Sarah Perez, MD PhD",Sarah,Perez,Physician,060,Gastroenterology,Expired,2019-02-28,2024-02-14,2022-07-13,8701 First Ave,Yonkers,NY,10004,(646) 790-9178,"[{""action_type"": ""Warning"", ""action_date"": ""2023-10-03"", ""description"": ""Disciplinary action related to professional conduct""}]",False,Yale School of Medicine,2025-09-02
060NY970542,"Rajesh Brown, DO",Rajesh,Brown,Physician,060,Neurology,Expired,2018-08-31,2023-05-12,2023-01-21,2421 Park Ave,Queens,NY,10005,(718) 353-4144,[],True,UCSF School of Medicine,2025-09-02
060NY429153,"Linda Williams, DO",Linda,Williams,Physician,060,Pediatrics,Expired,2018-08-19,2024-09-02,2023-12-20,2236 Broadway,Buffalo,NY,10005,(718) 734-9605,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY308314,"Linda Lee, DO PhD",Linda,Lee,Physician,060,Gastroenterology,Expired,2019-12-14,2023-06-22,2021-09-17,2188 Lexington Ave,Queens,NY,14202,(626) 826-4747,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY575747,"Karen Ramirez, MD PhD",Karen,Ramirez,Physician,060,Endocrinology,Active,2019-01-20,2025-10-09,2024-03-10,6029 Madison Ave,Brooklyn,NY,10001,9178144531,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY127223,"William Hernandez, MD PhD",William,Hernandez,Physician,060,Cardiology,Expired,2022-01-22,2024-08-05,2022-11-05,9596 Park Ave,New York,NY,14201,818- 875-8861,[],False,Harvard Medical School,2025-09-02
060NY600811,"Rajesh Martinez, DO PhD",Rajesh,Martinez,Physician,060,Dermatology,Expired,2020-11-12,2024-09-07,2024-01-05,8597 Fifth Ave,Buffalo,NY,11203,(718) 246-9411,"[{""action_type"": ""Probation"", ""action_date"": ""2023-08-04"", ""description"": ""Disciplinary action related to professional conduct""}]",False,Stanford University School of Medicine,2025-09-02
060NY924366,"Sarah Taylor, MD PhD",Sarah,Taylor,Physician,060,Oncology,Expired,2019-04-06,2024-01-09,2022-06-13,1340 York Ave,New York,NY,10002,(347) 549-4066,[],True,University of Michigan Medical School,2025-09-02
060NY789666,"Linda Sharma, MD",Linda,Sharma,Physician,060,Anesthesiology,Active,2023-02-25,2025-09-23,2025-05-06,1912 Broadway,Queens,NY,11203,(917) 314-1260,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY380859,"Jennifer Shah, DO PhD",Jennifer,Shah,Physician,060,Nephrology,Expired,2018-06-26,2025-05-04,2025-01-19,995 York Ave,New York,NY,11202,(818) 396-8688,"[{""action_type"": ""Suspension"", ""action_date"": ""2023-04-12"", ""description"": ""Disciplinary action related to patient care""}]",False,Yale School of Medicine,2025-09-02
060NY870267,"Mary Liu, DO PhD",Mary,Liu,Physician,060,Nephrology,Expired,2019-12-12,2025-01-07,2024-08-22,4807 Central Park West,Yonkers,NY,11202,646  820.9063,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY922911,"Sarah Smith, DO PhD",Sarah,Smith,Physician,060,Oncology,Expired,2020-08-01,2023-10-14,2023-07-07,3869 Central Park West,Albany,NY,14202,(718) 350-7974,[],True,Harvard Medical School,2025-09-02
060NY712686,"Christopher Lewis, MD",Christopher,Lewis,Physician,060,Gastroenterology,Active,2020-07-03,2025-10-18,2025-01-04,8623 Second Ave,ALBANY,NY,14201,(646) 921-9408,[],True,UCSF School of Medicine,2025-09-02
060NY583326,"Barbara Wang, MD PhD",Barbara,Wang,Physician,060,Pulmonology,Expired,2018-07-15,2025-07-10,2024-12-08,5535 Second Ave,Syracuse,NY,14202,(929) 753-1750,[],False,Stanford University School of Medicine,2025-09-02
060NY161775,"Linda Johnson, MD PhD",Linda,Johnson,Physician,060,Orthopedic Surgery,Expired,2019-05-26,2024-10-28,2024-02-15,1492 Fifth Ave,Brooklyn,NY,14201,(347) 584-2981,[],True,University of Michigan Medical School,2025-09-02
060NY825452,"Rajesh Taylor, DO PhD",Rajesh,Taylor,Physician,060,Family Medicine,Expired,2018-09-28,2023-10-01,2023-01-28,5270 Third Avenue,Bronx,NY,11203,(323) 283-2270,[],True,Stanford University School of Medicine,2025-09-02
060NY233620,"Kumar, Sarah DO PhD",Sarah,Kumar,Physician,060,Otolaryngology,Expired,2019-06-04,2024-06-15,2022-07-04,3175 Columbus Ave,Queens,NY,10002,310  202.7997,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY431603,"Priya Singh, DO PhD",Priya,Singh,Physician,060,Oncology,Expired,2016-04-23,2023-01-11,2022-06-04,8475 Broadway,Bronx,NY,10001,(917) 368-6394,[],True,Harvard Medical School,2025-09-02
060NY348243,"Sarah Perez, MD PhD",Sarah,Perez,Physician,060,Radiology,Expired,2016-06-08,2023-05-30,2023-03-01,7760 Park Ave,Rochester,NY,10001,(213) 520-2065,[],True,Harvard Medical School,2025-09-02
060NY771670,"John Singh, DO",John,Singh,Physician,060,Pediatrics,Expired,2020-11-05,2024-02-17,2023-05-09,8309 York Ave,NEW YORK,NY,11202,(424) 506-7859,[],True,UCSF School of Medicine,2025-09-02
060NY305507,"Jackson, Christopher DO",Christopher,Jackson,Physician,060,Orthopedic Surgery,Expired,2019-02-15,2023-02-14,2021-07-25,4293 Central Park West,Queens,NY,11201,(310) 445-7056,[],True,University of Michigan Medical School,2025-09-02
060NY143141,"Fatima White, MD PhD",Fatima,White,Physician,060,Endocrinology,Expired,2023-06-17,2025-08-10,2023-11-07,2201 Fifth Ave,Buffalo,NY,11203,(929) 479-7264,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY994376,"Joseph Wilson, DO PhD",Joseph,Wilson,Physician,060,Pathology,Expired,2017-06-06,2023-03-03,2022-09-08,9618 York Ave,Syracuse,NY,11203,213- 635-7608,[],False,University of Michigan Medical School,2025-09-02
060NY172103,"Patricia Singh, MD",Patricia,Singh,Physician,060,Neurology,Expired,2021-11-14,2025-03-07,2024-09-05,6732 Second Ave,Queens,NY,10002,(424) 407-9232,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY401897,"David Sanchez, DO",David,Sanchez,Physician,060,Pathology,Expired,2022-06-15,2025-07-23,2024-04-08,9327 First Ave,Syracuse,NY,11203,(310) 593-4005,[],True,Harvard Medical School,2025-09-02
060NY392701,"MICHAEL SMITH, MD PHD",Michael,Smith,Physician,060,Oncology,Expired,2020-08-22,2023-11-27,2023-10-26,2237 Third Ave,Syracuse,NY,11203,(718) 887-1183,[],False,UCSF School of Medicine,2025-09-02
060NY154961,"Ahmed Williams, DO",Ahmed,Williams,Physician,060,Internal Medicine,Expired,2018-12-22,2023-01-10,2022-03-10,783 Columbus Ave,Albany,NY,10002,(212) 214-6523,[],True,Stanford University School of Medicine,2025-09-02
060NY696854,"Mohammed Wilson, DO PhD",Mohammed,Wilson,Physician,060,Emergency Medicine,Expired,2019-07-18,2023-12-18,2023-10-15,9812 First Ave,Brooklyn,NY,14201,718  543.1289,[],False,Yale School of Medicine,2025-09-02
060NY162833,"Ahmed Smith, DO",Ahmed,Smith,Physician,060,Pathology,Expired,2020-11-18,2023-10-09,2023-10-02,2033 Lexington Ave,Bronx,NY,11202,(310) 956-6385,[],False,Harvard Medical School,2025-09-02
060NY285006,"Jessica Wilson, DO",Jessica,Wilson,Physician,060,Anesthesiology,Expired,2019-05-30,2024-05-24,2023-03-21,6984 Central Park West,Syracuse,NY,10005,(213) 371-8712,[],False,University of Michigan Medical School,2025-09-02
060NY908735,"Jennifer White, DO PhD",Jennifer,White,Physician,060,Endocrinology,Expired,2021-10-08,2024-12-14,2023-10-16,9639 Fifth Ave,Yonkers,NY,10001,(929) 846-1462,[],True,University of Michigan Medical School,2025-09-02
060NY184251,"Thomas Thomas, DO",Thomas,Thomas,Physician,060,Neurology,Active,2019-12-27,2025-11-27,2025-02-28,1513 Columbus Ave,YONKERS,NY,11202,(347) 951-7743,[],True,University of Michigan Medical School,2025-09-02
060NY160022,"Carlos Perez, DO PhD",Carlos,Perez,Physician,060,Radiology,Expired,2018-12-31,2024-12-30,2023-02-06,5621 Third Ave,Bronx,NY,11201,(347) 916-5072,[],False,UCSF School of Medicine,2025-09-02
060NY624112,"Fatima Rodriguez, DO",Fatima,Rodriguez,Physician,060,Dermatology,Expired,2020-03-29,2025-07-22,2023-12-01,151 York Ave,Syracuse,NY,112**,(347) 923-8836,[],True,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY784507,"Robert Sanchez, DO",Robert,Sanchez,Physician,060,Pediatrics,Expired,2018-02-19,2025-02-07,2023-06-10,3947 Second Ave,Syracuse,NY,10005,(718) 700-9351,[],True,University of Michigan Medical School,2025-09-02
060NY933853,"Maria Miller, DO",Maria,Miller,Physician,060,Oncology,Expired,2018-11-10,2024-01-14,2022-10-12,7106 Lexington Ave,Queens,NY,10002,(323) 930-3033,[],True,University of Michigan Medical School,2025-09-02
060NY136705,"Elizabeth Lee, MD",Elizabeth,Lee,Physician,060,Cardiology,Expired,2018-01-19,2023-06-23,2022-03-25,9423 Park Ave,Queens,NY,10002,(212) 731-5807,[],False,University of Michigan Medical School,2025-09-02
060NY249600,"Patricia Sharma, DO PhD",Patricia,Sharma,Physician,060,Otolaryngology,Expired,2021-09-01,2025-02-14,2025-01-25,2091 Lexington Ave,New York,NY,14201,(929) 679-9228,[],False,Yale School of Medicine,2025-09-02
060NY273133,"Garcia, Li MD PhD",Li,Garcia,Physician,060,Pediatrics,Expired,2019-03-21,2023-04-28,2022-01-07,5124 Fifth Ave,Brooklyn,NY,10002,(323) 901-9722,[],True,Harvard Medical School,2025-09-02
060NY239794,"Linda Sharma, MD PhD",Linda,Sharma,Physician,060,Pathology,Active,2018-12-24,2025-11-18,2023-12-08,8653 Columbus Ave,New York,NY,14202,(323) 984-2931,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY989561,"Maria Wang, DO PhD",Maria,Wang,Physician,060,Internal Medicine,Active,2022-06-14,2025-09-26,2024-03-29,4995 Columbus Ave,Albany,NY,10001,(929) 939-4050,[],False,Stanford University School of Medicine,2025-09-02
060NY482201,"David Singh, DO",David,Singh,Physician,060,Orthopedic Surgery,Expired,2022-10-09,2025-05-27,2024-04-18,7986 Broadway,Queens,NY,10005,(212) 567-4251,[],True,Harvard Medical School,2025-09-02
060NY938672,"Maria Perez, MD",Maria,Perez,Physician,060,Anesthesiology,Expired,2018-06-17,2023-09-18,2023-05-03,3261 First Ave,BUFFALO,NY,10002,(929) 712-1223,[],True,NYU Grossman School of Medicine,2025-09-02
060NY295937,"John Ramirez, DO PhD",John,Ramirez,Physician,060,Emergency Medicine,Expired,2019-05-19,2024-05-25,2024-01-17,7962 Fifth Ave,Yonkers,NY,10004,(646) 393-3436,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY764073,"Fatima Martinez, DO PhD",Fatima,Martinez,Physician,060,Psychiatry,Expired,2022-01-06,2024-04-18,2022-08-06,3271 Fifth Ave,New York,NY,11202,(347) 572-5596,[],False,NYU Grossman School of Medicine,2025-09-02
060NY419141,"John Brown, MD PhD",John,Brown,Physician,060,Cardiology,Expired,2021-03-19,2023-08-17,2022-01-29,7735 Lexington Ave,Brooklyn,NY,11202,(929) 443-5521,[],False,Stanford University School of Medicine,2025-09-02
060NY416120,Karen Davis MD,Karen,Davis,Physician,060,Neurology,Expired,2020-08-25,2025-08-29,2024-12-05,3121 Park Ave,Syracuse,NY,10002,(929) 574-8347,[],True,Stanford University School of Medicine,2025-09-02
060NY638430,"Fatima Kumar, MD",Fatima,Kumar,Physician,060,Orthopedic Surgery,Expired,2020-08-29,2023-06-03,2023-04-19,4492 Central Park West,Queens,NY,10005,(646) 203-3621,[],True,Harvard Medical School,2025-09-02
060NY391248,"Maria Singh, MD PhD",Maria,Singh,Physician,060,Emergency Medicine,Expired,2016-12-24,2023-09-30,2023-05-10,3610 Lexington Ave,Buffalo,NY,14201,(929) 285-9999,[],True,University of Michigan Medical School,2025-09-02
060NY915987,"Rajesh Smith, MD PhD",Rajesh,Smith,Physician,060,Oncology,Expired,2020-05-12,2023-08-06,2023-05-07,4583 Madison Ave,Buffalo,NY,100**,(424) 844-7479,[],False,UCLA David Geffen School of Medicine,2025-09-02
060NY175548,"David Shah, DO",David,Shah,Physician,060,Psychiatry,Expired,2019-11-22,2025-05-23,2024-03-17,2886 Park Ave,Syracuse,NY,10003,(213) 221-2802,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY849575,"Fatima Anderson, MD",Fatima,Anderson,Physician,060,Nephrology,Expired,2018-07-27,2023-08-19,2022-09-24,6315 Madison Ave,Rochester,NY,10005,(718) 569-2389,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY941105,"Carlos Harris, MD PhD",Carlos,Harris,Physician,060,Oncology,Expired,2018-07-24,2024-05-18,2023-06-08,6945 First Ave,Yonkers,NY,14202,(213) 285-7911,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY916470,"Li Johnson, MD PhD",Li,Johnson,Physician,060,Anesthesiology,Expired,2017-05-30,2023-10-13,2022-11-17,2189 Fifth Ave,New York,NY,11201,718- 912-3344,"[{""action_type"": ""Warning"", ""action_date"": ""2025-06-02"", ""description"": ""Disciplinary action related to patient care""}]",True,NYU Grossman School of Medicine,2025-09-02
060NY592584,Priya Zhang MD,Priya,Zhang,Physician,060,Endocrinology,Expired,2021-05-01,2023-10-14,2023-04-03,9731 Madison Ave,New York,NY,100**,(212) 857-1526,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY351165,"Rajesh Ramirez, DO",Rajesh,Ramirez,Physician,060,Orthopedic Surgery,Expired,2018-01-25,2024-07-31,2023-01-27,1711 Fifth Ave,Rochester,NY,14202,(917) 853-1530,[],False,University of Michigan Medical School,2025-09-02
060NY429748,"Michael Brown, MD PhD",Michael,Brown,Physician,060,Pathology,Expired,2022-11-15,2025-03-11,2023-07-01,5057 Broadway,Rochester,NY,10005,424  591.8814,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY370473,"Fatima Jackson, DO",Fatima,Jackson,Physician,060,Emergency Medicine,Expired,2021-09-04,2025-08-27,2023-10-09,9446 Third Ave,Rochester,NY,10002,(213) 834-3113,[],False,University of Michigan Medical School,2025-09-02
060NY262070,Priya Clark DO PhD,Priya,Clark,Physician,060,Anesthesiology,Expired,2017-12-21,2023-08-04,2022-10-09,700 Amsterdam Ave,New York,NY,10004,(929) 677-8675,[],False,Stanford University School of Medicine,2025-09-02
060NY599352,"Carlos Ramirez, DO",Carlos,Ramirez,Physician,060,Emergency Medicine,Expired,2021-03-02,2023-08-23,2023-03-25,1057 Third Ave,Rochester,NY,142**,(212) 815-7230,[],False,UCSF School of Medicine,2025-09-02
060NY846802,"Li Johnson, DO PhD",Li,Johnson,Physician,060,Gastroenterology,Expired,2020-04-20,2025-07-13,2024-09-22,2886 Fifth Ave,Queens,NY,10002,(646) 403-6722,[],False,Yale School of Medicine,2025-09-02
060NY558745,"Linda White, DO",Linda,White,Physician,060,Urology,Expired,2018-04-15,2024-08-03,2024-02-06,2665 York Ave,Yonkers,NY,11202,818  969.9924,[],False,University of Michigan Medical School,2025-09-02
060NY467645,"Li Clark, DO",Li,Clark,Physician,060,Gastroenterology,Expired,2021-12-26,2025-08-08,2025-06-26,7449 York Ave,Yonkers,NY,10002,(213) 889-4957,[],False,Harvard Medical School,2025-09-02
060NY509376,"Wei Singh, MD PhD",Wei,Singh,Physician,060,Oncology,Expired,2019-05-07,2023-12-22,2023-11-07,9375 Second Ave,Bronx,NY,14201,(626) 790-7422,"[{""action_type"": ""Suspension"", ""action_date"": ""2022-12-20"", ""description"": ""Disciplinary action related to patient care""}]",False,Johns Hopkins School of Medicine,2025-09-02
060NY182598,"David Johnson, DO PhD",David,Johnson,Physician,060,Family Medicine,Expired,2023-02-18,2025-02-22,2024-06-16,9721 Madison Avenue,New York,NY,14202,(917) 943-7194,[],True,Stanford University School of Medicine,2025-09-02
060NY123023,"Rajesh Zhang, MD",Rajesh,Zhang,Physician,060,Pediatrics,Expired,2019-10-03,2025-04-27,2024-04-22,9764 Fifth Ave,Brooklyn,NY,10003,(347) 210-3927,[],True,NYU Grossman School of Medicine,2025-09-02
060NY897925,"Karen Sharma, MD",Karen,Sharma,Physician,060,Endocrinology,Expired,2020-04-25,2023-11-09,2022-09-21,4170 Fifth Ave,Bronx,NY,14202,(347) 480-8890,[],True,Yale School of Medicine,2025-09-02
060NY803956,"Jennifer Jackson, DO",Jennifer,Jackson,Physician,060,Otolaryngology,Expired,2020-09-25,2023-06-03,2023-01-02,1687 York Ave,Buffalo,NY,14202,2124817901,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY172827,"Joseph Wang, MD",Joseph,Wang,Physician,060,Cardiology,Expired,2020-10-08,2025-08-20,2024-09-25,9434 Broadway,Syracuse,NY,10005,(310) 827-1771,[],False,UCSF School of Medicine,2025-09-02
060NY337336,"James Johnson, DO",James,Johnson,Physician,060,Pediatrics,Expired,2021-09-06,2023-12-15,2023-06-24,171 Madison Ave,Brooklyn,NY,112**,(347) 276-5320,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY224074,"Charles Wang, MD",Charles,Wang,Physician,060,Pathology,Expired,2019-05-16,2023-06-22,2021-12-04,1756 Central Park West,Brooklyn,NY,10004,(310) 479-7058,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY216478,"Jennifer Lopez, MD PhD",Jennifer,Lopez,Physician,060,Cardiology,Expired,2018-09-23,2024-03-25,2023-02-03,8088 York Ave,Yonkers,NY,10002,(917) 835-7628,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY404777,"Barbara Zhang, MD",Barbara,Zhang,Physician,060,Endocrinology,Expired,2019-12-25,2024-04-12,2022-07-24,4056 First Ave,Brooklyn,NY,10001,818  559.9940,[],False,NYU Grossman School of Medicine,2025-09-02
060NY791396,"Charles Perez, DO PhD",Charles,Perez,Physician,060,Pathology,Expired,2018-05-02,2023-10-18,2023-10-01,8509 Central Park West,New York,NY,10003,(213) 854-2768,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY974692,"Mohammed Perez, DO PhD",Mohammed,Perez,Physician,060,Gastroenterology,Expired,2017-04-29,2023-09-09,2022-03-20,4527 Lexington Ave,Bronx,NY,10001,(626) 353-9571,[],True,UCSF School of Medicine,2025-09-02
060NY792325,"John Robinson, MD",John,Robinson,Physician,060,Internal Medicine,Expired,2020-08-31,2023-01-02,2022-11-15,9717 Fifth Ave,New York,NY,11203,(646) 950-4223,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY811902,"Joseph Harris, DO PhD",Joseph,Harris,Physician,060,Nephrology,Expired,2017-12-16,2024-10-22,2023-04-30,1608 Lexington Ave,Buffalo,NY,14202,7185048555,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY127705,Elizabeth Lee MD PhD,Elizabeth,Lee,Physician,060,Pediatrics,Expired,2020-05-25,2025-05-12,2024-08-18,7007 First Ave,Yonkers,NY,11202,(323) 779-5806,[],False,UCLA David Geffen School of Medicine,2025-09-02
060NY163821,"Elizabeth Brown, MD",Elizabeth,Brown,Physician,060,Otolaryngology,Expired,2020-03-26,2023-09-06,2021-11-16,1754 Third Ave,Brooklyn,NY,10005,(626) 855-3535,[],False,UCSF School of Medicine,2025-09-02
060NY158356,"JOHN MARTINEZ, MD",John,Martinez,Physician,060,Anesthesiology,Expired,2018-11-22,2023-09-07,2022-12-27,4051 Park Ave,Brooklyn,NY,11203,(718) 642-3396,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY510191,"Maria Sharma, DO",Maria,Sharma,Physician,060,Cardiology,Expired,2021-01-17,2025-03-01,2024-08-21,4752 Lexington Avenue,Brooklyn,NY,14202,213- 211-5960,[],False,NYU Grossman School of Medicine,2025-09-02
060NY599555,"Mary Zhang, MD PhD",Mary,Zhang,Physician,060,Psychiatry,Expired,2022-06-16,2024-10-24,2024-02-19,6616 Fifth Ave,New York,NY,10001,(718) 238-2194,[],False,Harvard Medical School,2025-09-02
060NY336450,"Ahmed Lewis, DO PhD",Ahmed,Lewis,Physician,060,Orthopedic Surgery,Expired,2021-05-04,2024-02-17,2022-05-25,9401 York Ave,Bronx,NY,10004,(646) 205-6891,[],True,Johns Hopkins School of Medicine,2025-09-02
