npi,entity_type_code,replacement_npi,employer_identification_number,provider_organization_name,provider_last_name,provider_first_name,provider_middle_name,provider_name_prefix,provider_name_suffix,provider_credential_text,provider_other_organization_name,provider_other_organization_name_type_code,provider_other_last_name,provider_other_first_name,provider_other_middle_name,provider_other_name_prefix,provider_other_name_suffix,provider_other_credential_text,provider_other_last_name_type_code,provider_business_mailing_address_line1,provider_business_mailing_address_line2,provider_business_mailing_address_city,provider_business_mailing_address_state,provider_business_mailing_address_zip,provider_business_mailing_address_country_code,provider_business_mailing_address_phone,provider_business_mailing_address_fax,provider_business_practice_location_address_line1,provider_business_practice_location_address_line2,provider_business_practice_location_address_city,provider_business_practice_location_address_state,provider_business_practice_location_address_zip,provider_business_practice_location_address_country_code,provider_business_practice_location_address_phone,provider_business_practice_location_address_fax,provider_enumeration_date,last_update_date,npi_deactivation_reason_code,npi_deactivation_date,npi_reactivation_date,provider_gender_code,authorized_official_last_name,authorized_official_first_name,authorized_official_middle_name,authorized_official_title,authorized_official_phone,healthcare_provider_taxonomy_code_1,provider_license_number_1,provider_license_number_state_code_1,healthcare_provider_primary_taxonomy_switch_1,healthcare_provider_taxonomy_code_2,provider_license_number_2,provider_license_number_state_code_2,healthcare_provider_primary_taxonomy_switch_2,other_provider_identifier_1,other_provider_identifier_type_code_1,other_provider_identifier_state_1,other_provider_identifier_issuer_1,other_provider_identifier_2,other_provider_identifier_type_code_2,other_provider_identifier_state_2,other_provider_identifier_issuer_2,is_sole_proprietor,is_organization_subpart,parent_organization_lbn,parent_organization_tin,npi_certification_date
0827231846,1,,,,Jones,Mohammed,,,,MD PhD,,,,,,,,,,3652 York Ave,,Yonkers,NY,11201,US,,,3652 York Ave,,Yonkers,NY,11201,US,917- 353-4062,(718) 496-7396,12/23/2017,06/24/2025,,,,F,,,,,,207U00000X,060NY931161,NY,Y,,,,,,,,,,,,,N,N,,,12/23/2017
4286990414,1,,59-2236018,,Davis,Maria,,,,DO PhD,,,,,,,,,,9706 Sunset Blvd,Suite 686,San Francisco,CA,94001,US,,,7849 Hollywood Blvd,Suite 144,San Francisco,CA,92001,US,(917) 659-8723,,01/05/2021,06/27/2025,,,,M,,,,,,207X00000X,A29249,CA,Y,,,,,"{""identifier"": ""BF7307007"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,,,,,N,N,,,01/05/2021
1279908814,1,,60-5004822,,Kumar,Karen,,,,MD PhD,,,,,,,,,,5615 First Avenue,,Brooklyn,NY,10004,US,(718) 693-3135,,5615 First Avenue,,Brooklyn,NY,10004,US,(718) 693-3135,,05/12/2019,01/16/2025,,,,M,,,,,,207U00000X,060NY966662,NY,Y,,,,,"{""identifier"": ""060NY966662"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,05/12/2019
2473149866,1,,40-1483393,,Singh,Ahmed,A,Dr.,,DO PhD,,,,,,,,,,7900 Second Ave,,Rochester,NY,14202,US,,,7900 Second Avenue,,Rochester,NY,14202,US,(347) 393-1089,(917) 800-1717,05/27/2018,07/20/2025,,,,F,,,,,,207RG0100X,060NY977857,NY,Y,,,,,"{""identifier"": ""060NY977857"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BA3024725"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,05/27/2018
4636887256,1,,,,Wilson,Jennifer,R,,,MD PhD,,,,,,,,,,1747 Madison Ave,Suite 975,Yonkers,NY,14202,US,,,1747 Madison Ave,Suite 975,Yonkers,NY,14202,US,(323) 768-8925,,12/25/2016,01/10/2025,,,,F,,,,,,207U00000X,060NY692099,NY,Y,,,,,"{""identifier"": ""060NY692099"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BF4879986"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,12/25/2016
6012796114,1,,,,Anderson,James,,,,DO PhD,,,,,,,,,,2651 Wilshire Blvd,,San Jose,CA,94001-5612,US,(347) 427-7075,(347) 845-3245,2651 Wilshire Blvd,,San Jose,CA,94001-5612,US,(347) 427-7075,(347) 845-3245,09/05/2021,12/24/2024,,,,,,,,,,207X00000X,A82165,CA,Y,207RN0300X,,,N,,,,,,,,,,N,,,09/05/2021
2053021468,1,,,,Lopez,Michael,,,,DO PhD,,,,,,,,,,3305 Columbus Ave,Suite 902,Albany,NY,10005,US,(929) 885-7474,,3305 Columbus Ave,Suite 902,Albany,NY,10005,US,(929) 885-7474,,11/30/2018,02/15/2025,,,,,,,,,,207R00000X,060NY640869,NY,Y,207Y00000X,,,N,"{""identifier"": ""060NY640869"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BB5754554"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,11/30/2018
8181845189,1,,,,Chen,Charles,,,,MD PhD,,,,,,,,,,4531 Park Ave,,Bronx,NY,11203,US,(347) 750-5098,(213) 305-7881,4531 Park Ave,,Bronx,NY,11203,US,(347) 750-5098,(213) 305-7881,03/16/2024,12/24/2024,,,,,,,,,,207RG0100X,060NY373791,NY,Y,,,,,"{""identifier"": ""060NY373791"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM7373432"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,03/16/2024
6588043418,1,,39-2512736,,Robinson,Carlos,,,,DO PhD,,,,,,,,,,449 Santa Monica Blvd,Suite 748,San Diego,CA,90005-4261,US,(213) 889-6603,,449 Santa Monica Blvd,Suite 748,San Diego,CA,90005-4261,US,(213) 889-6603,,01/13/2021,08/25/2025,,,,F,,,,,,207R00000X,A38885,CA,Y,,,,,"{""identifier"": ""A38885"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BA7139999"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,N,N,,,01/13/2021
1117908077,1,,58-5432782,,Lopez,Thomas,,,,DO,,,,,,,,,,3272 Park Ave,Suite 307,Bronx,NY,10005,US,(929) 835-6167,(917) 804-6347,3272 Park Ave,Suite 307,Bronx,NY,10005,US,(929) 835-6167,(917) 804-6347,08/27/2020,11/14/2024,,,,M,,,,,,207N00000X,060NY976960,NY,Y,207W00000X,,,N,"{""identifier"": ""060NY976960"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BF6070445"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,08/27/2020
1875003699,1,,,,Wang,Carlos,,,,DO,,,,,,,,,,6934 First Ave,,ALBANY,NY,10001,US,(718) 533-6924,,6934 First Ave,,ALBANY,NY,10001,US,(718) 533-6924,,10/20/2017,01/06/2025,,,,F,,,,,,207RP1001X,060NY819678,NY,Y,,,,,"{""identifier"": ""060NY819678"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM3065413"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,10/20/2017
7292931439,1,,,,Yang,Barbara,L,,,MD PhD,,,,,,,,,,8172 Second Ave,,Bronx,NY,11202,US,(323) 642-7240,,8172 Second Ave,,Bronx,NY,11202,US,(323) 642-7240,,02/01/2016,02/07/2025,,,,F,,,,,,207P00000X,060NY995825,NY,Y,,,,,"{""identifier"": ""060NY995825"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM3064526"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,02/01/2016
8845061596,1,,,,Rodriguez,Barbara,,Dr.,,MD PhD,,,,,,,,,,4916 Melrose Ave,Suite 267,Los Angeles,CA,92001,US,(917) 790-9821,,4916 Melrose Ave,Suite 267,Los Angeles,CA,92001,US,(917) 790-9821,,05/24/2021,09/16/2024,,,,M,,,,,,207ZP0000X,A44048,CA,Y,,,,,"{""identifier"": ""A44048"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,Y,N,,,05/24/2021
2535544961,1,,,,Yang,Jennifer,,Prof.,,MD PhD,,,,,,,,,,2374 Madison Ave,,Rochester,NY,11202,US,(347) 655-6950,(917) 394-3353,2374 Madison Ave,,Rochester,NY,11202,US,(347) 655-6950,(917) 394-3353,06/19/2024,11/18/2024,,,,F,,,,,,208000000X,060NY990136,NY,Y,,,,,"{""identifier"": ""060NY990136"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BF8255921"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,N,N,,,06/19/2024
6811492161,1,,,,Thomas,Maria,,,,MD PhD,,,,,,,,,,1312 Hollywood Blvd,Suite 165,San Francisco,CA,92001,US,(347) 434-5053,,1312 Hollywood Blvd,Suite 165,San Francisco,CA,92001,US,(347) 434-5053,,11/07/2015,11/19/2024,,,,F,,,,,,207Q00000X,A72021,CA,Y,207T00000X,,,N,"{""identifier"": ""BB7623361"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,,,,,N,N,,,11/07/2015
9796884577,1,,33-1363916,,Williams,John,,,,MD PhD,,,,,,,,,,5329 Santa Monica Blvd,,Santa Ana,CA,94001,US,(323) 432-2467,,5329 Santa Monica Blvd,,Santa Ana,CA,94001,US,(323) 432-2467,,08/13/2018,09/04/2024,,,,M,,,,,,207Y00000X,A27709,CA,Y,,,,,"{""identifier"": ""A27709"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,Y,N,,,08/13/2018
9308536868,1,,,,Smith,John,L,,,DO,,,,,,,,,,7688 York Ave,,New York,NY,11203,US,(213) 455-3675,(347) 706-2156,7688 York Ave,,New York,NY,11203,US,(213) 455-3675,(347) 706-2156,06/22/2023,05/09/2025,,,,F,,,,,,207L00000X,060NY109576,NY,Y,,,,,"{""identifier"": ""060NY109576"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BF5921346"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,06/22/2023
5020802147,1,,80-4710067,,Thomas,Rajesh,,,,MD PhD,,,,,,,,,,8716 Lexington Avenue,,Yonkers,NY,10004,US,(347) 328-8183,(310) 531-8150,8716 Lexington Avenue,,Yonkers,NY,10004,US,(347) 328-8183,(310) 531-8150,07/30/2022,09/14/2024,,,,F,,,,,,207T00000X,060NY834498,NY,Y,,,,,"{""identifier"": ""060NY834498"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,N,N,,,07/30/2022
6187234604,1,,,,Perez,Christopher,,,,DO PhD,,,,,,,,,,8166 Third Ave,,Syracuse,NY,10001,US,(718) 986-5078,(626) 942-3466,8166 Third Ave,,Syracuse,NY,10001,US,(718) 986-5078,(626) 942-3466,03/13/2023,09/23/2024,,,,,,,,,,207P00000X,060NY253184,NY,Y,,,,,"{""identifier"": ""060NY253184"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,03/13/2023
4350313659,1,,,,Miller,Carlos,,,,DO,,,,,,,,,,5114 Third Ave,,Queens,NY,10001,US,(212) 371-5523,,5114 Third Ave,,Queens,NY,10001,US,(212) 371-5523,,03/18/2025,02/11/2025,,,,F,,,,,,207RN0300X,060NY228074,NY,Y,,,,,"{""identifier"": ""060NY228074"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM1474411"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,03/18/2025
5281273582,1,,,,Patel,Ana,L,,,DO,,,,,,,,,,1467 Park Ave,Suite 733,Queens,NY,11203,US,(626) 974-6690,,1467 Park Ave,Suite 733,Queens,NY,11203,US,(626) 974-6690,,08/29/2016,03/31/2025,,,,F,,,,,,207R00000X,060NY896456,NY,Y,,,,,"{""identifier"": ""060NY896456"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BA8934226"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,N,N,,,08/29/2016
9821827449,1,,15-5112267,,Williams,Mohammed,,Prof.,,DO PhD,,,,,,,,,,9160 Melrose Ave,,Santa Ana,CA,90004,US,,,9160 Melrose Ave,,Santa Ana,CA,90004,US,323 575 8439,,06/23/2021,12/17/2024,,,,,,,,,,207RP1001X,A52425,CA,Y,,,,,"{""identifier"": ""A52425"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BB7228545"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,N,N,,,06/23/2021
1022031738,1,,,,Jones,Mary,M,,,DO PhD,,,,,,,,,,8152 York Ave,Suite 519,Queens,NY,14202,US,(718) 232-7366,,8152 York Ave,Suite 519,Queens,NY,14202,US,(718) 232-7366,,09/08/2016,02/08/2025,,,,M,,,,,,207RE0101X,060NY215830,NY,Y,,,,,,,,,,,,,Y,N,,,09/08/2016
0948014139,1,,,,Liu,Joseph,,,,MD,,,,,,,,,,3420 Columbus Ave,,Syracuse,NY,10002,US,(323) 299-2658,,3420 Columbus Ave,,Syracuse,NY,10002,US,(323) 299-2658,,02/24/2023,11/06/2024,,,,,,,,,,207ZP0000X,060NY478458,NY,Y,,,,,"{""identifier"": ""060NY478458"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM5660649"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,02/24/2023
2286852896,1,,26-4731785,,Thomas,Priya,,,,DO,,,,,,,,,,9145 Second Ave,,BROOKLYN,NY,14202,US,310- 560-6163,,9145 Second Ave,,BROOKLYN,NY,14202,US,310- 560-6163,,01/21/2022,03/26/2025,,,,F,,,,,,207RC0000X,060NY797557,NY,Y,,,,,"{""identifier"": ""060NY797557"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BB3397840"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,01/21/2022
4908240439,1,,,,Wang,Joseph,J,,,DO,,,,,,,,,,9016 Central Park West,,Buffalo,NY,11201,US,(917) 522-1355,,9016 Central Park West,,Buffalo,NY,11201,US,(917) 522-1355,,07/13/2017,11/26/2024,,,,F,,,,,,207R00000X,060NY516379,NY,Y,207T00000X,,,N,"{""identifier"": ""060NY516379"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,Y,N,,,07/13/2017
7919409617,1,,,,Thompson,Elizabeth,M,,,DO,,,,,,,,,,6551 Amsterdam Ave,,Bronx,NY,10002,US,,,6015 Amsterdam Ave,Suite 407,Bronx,NY,10004,US,(212) 989-6478,,09/28/2017,07/27/2025,,,,,,,,,,207X00000X,060NY931420,NY,Y,207Q00000X,,,N,"{""identifier"": ""060NY931420"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BB3306375"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,09/28/2017
0679981362,1,,67-9822459,,Smith,Fatima,,,,DO PhD,,,,,,,,,,8592 Broadway,,Rochester,NY,14201,US,,,8592 Broadway,,Rochester,NY,14201,US,(347) 603-3425,(323) 992-9211,07/27/2017,01/09/2025,,,,M,,,,,,207N00000X,060NY831663,NY,Y,,,,,"{""identifier"": ""060NY831663"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,N,N,,,07/27/2017
3146591165,1,,,,Garcia,Thomas,J,,,DO PhD,,,,,,,,,,2137 Madison Ave,Suite 504,Syracuse,NY,14201,US,(213) 574-6706,,2137 Madison Ave,Suite 504,Syracuse,NY,14201,US,(213) 574-6706,,01/31/2016,04/07/2025,,,,,,,,,,207P00000X,060NY305625,NY,Y,,,,,"{""identifier"": ""060NY305625"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM2292432"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,01/31/2016
5147705388,1,,,,Yang,Patricia,L,,,DO PhD,,,,,,,,,,7217 Main St,,San Jose,CA,90004,US,(917) 408-9952,(213) 903-8271,7217 Main St,,San Jose,CA,90004,US,(917) 408-9952,(213) 903-8271,11/02/2015,04/17/2025,,,,M,,,,,,207Q00000X,A29356,CA,Y,,,,,"{""identifier"": ""A29356"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,,N,,,11/02/2015
7016451049,1,,22-8024530,,Johnson,Priya,J,,,DO PhD,,,,,,,,,,8632 Broadway,Suite 305,Buffalo,NY,10003,US,(626) 595-4787,(323) 260-3305,8632 Broadway,Suite 305,Buffalo,NY,10003,US,(626) 595-4787,(323) 260-3305,08/08/2020,06/16/2025,,,,,,,,,,207R00000X,060NY747983,NY,Y,,,,,"{""identifier"": ""060NY747983"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,08/08/2020
0460843258,1,,,,Robinson,Susan,,,,MD,,,,,,,,,,8674 Lexington Avenue,,Rochester,NY,11203,US,(213) 872-3248,,8674 Lexington Avenue,,Rochester,NY,11203,US,(213) 872-3248,,06/23/2022,03/17/2025,,,,F,,,,,,207P00000X,060NY347678,NY,Y,,,,,"{""identifier"": ""060NY347678"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,N,N,,,06/23/2022
2925188126,1,,97-1964519,,Martinez,Sarah,M,,,DO PhD,,,,,,,,,,9919 Beverly Dr,Suite 768,Santa Ana,CA,94001,US,929- 349-1483,,9919 Beverly Dr,Suite 768,Santa Ana,CA,94001,US,929- 349-1483,,07/11/2025,08/30/2025,,,,F,,,,,,207RG0100X,A78656,CA,Y,,,,,"{""identifier"": ""A78656"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BF9741256"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,N,N,,,07/11/2025
5172897525,1,,35-4382134,,Martinez,Thomas,,,,DO,,,,,,,,,,3027 Broadway,,Buffalo,NY,14202,US,(213) 703-8763,,3027 Broadway,,Buffalo,NY,14202,US,(213) 703-8763,,09/17/2022,04/01/2025,,,,F,,,,,,207Q00000X,060NY343461,NY,Y,207T00000X,,,N,"{""identifier"": ""060NY343461"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,Y,N,,,09/17/2022
7366096566,1,,,,Moore,Fatima,R,,,DO PhD,,,,,,,,,,3324 Park Ave,,Brooklyn,NY,10003,US,,,3324 Park Ave,,Brooklyn,NY,10003,US,(424) 960-9784,,12/22/2022,03/24/2025,,,,F,,,,,,207R00000X,060NY747033,NY,Y,,,,,,,,,,,,,Y,N,,,12/22/2022
6447264909,1,,,,Thomas,Mohammed,,,,DO PhD,,,,,,,,,,644 Ventura Blvd,,Oakland,CA,94001,US,(818) 729-3330,,644 Ventura Blvd,,Oakland,CA,94001,US,(818) 729-3330,,11/04/2019,10/08/2024,,,,M,,,,,,207RP1001X,A34884,CA,Y,,,,,"{""identifier"": ""A34884"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BF1813885"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,Y,N,,,11/04/2019
4521117519,1,,,,Sharma,Mohammed,,,,DO,,,,,,,,,,5300 First Ave,,New York,NY,10003,US,(323) 924-7292,,5300 First Ave,,New York,NY,10003,US,(323) 924-7292,,06/15/2025,11/08/2024,,,,F,,,,,,207RG0100X,060NY311741,NY,Y,207U00000X,,,N,"{""identifier"": ""060NY311741"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,Y,N,,,06/15/2025
1230940773,1,,,,Perez,Fatima,,,,DO,,,,,,,,,,2370 Madison Ave,,New York,NY,11202,US,(310) 756-1094,,2370 Madison Ave,,New York,NY,11202,US,(310) 756-1094,,10/25/2021,06/16/2025,,,,F,,,,,,207X00000X,060NY567935,NY,Y,,,,,"{""identifier"": ""060NY567935"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BF7530373"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,10/25/2021
1016224997,1,,,,Garcia,Elizabeth,,Dr.,,MD,,,,,,,,,,8968 Lexington Ave,Suite 251,ALBANY,NY,10004,US,(424) 775-3906,,8968 Lexington Ave,Suite 251,ALBANY,NY,10004,US,(424) 775-3906,,11/17/2019,08/26/2025,,,,M,,,,,,207R00000X,060NY978721,NY,Y,,,,,"{""identifier"": ""060NY978721"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BB5214684"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,11/17/2019
8339019815,1,,,,Harris,Mohammed,,,,MD,,,,,,,,,,9019 Wilshire Blvd,Suite 811,Fresno,CA,93001,US,,,9019 Wilshire Blvd,Suite 811,Fresno,CA,93001,US,(310) 941-5705,,10/11/2022,04/17/2025,,,,M,,,,,,207RG0100X,A53150,CA,Y,,,,,"{""identifier"": ""A53150"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,N,N,,,10/11/2022
5583034411,1,,,,Shah,Sarah,,,,DO PhD,,,,,,,,,,2948 Amsterdam Ave,,Bronx,NY,10005,US,347  507.9301,(917) 298-8209,2948 Amsterdam Ave,,Bronx,NY,10005,US,347  507.9301,(917) 298-8209,09/29/2018,08/25/2025,,,,M,,,,,,207R00000X,060NY534773,NY,Y,,,,,"{""identifier"": ""060NY534773"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,09/29/2018
2785760843,1,,,,Wang,Maria,,Prof.,,MD,,,,,,,,,,3179 Beverly Dr,,Sacramento,CA,93001,US,(424) 942-6169,,3179 Beverly Dr,,Sacramento,CA,93001,US,(424) 942-6169,,10/31/2019,01/28/2025,,,,F,,,,,,207RN0300X,A94626,CA,Y,,,,,"{""identifier"": ""A94626"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,,N,,,10/31/2019
5046173571,1,,,,Moore,Robert,,,,MD,,,,,,,,,,6148 Columbus Ave,,Albany,NY,10003,US,(347) 421-9603,(213) 362-5009,6148 Columbus Ave,,Albany,NY,10003,US,(347) 421-9603,(213) 362-5009,02/22/2021,09/11/2024,,,,F,,,,,,207L00000X,060NY724103,NY,Y,,,,,"{""identifier"": ""060NY724103"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,02/22/2021
2182307683,1,,,,Kumar,Elizabeth,A,,,MD,,,,,,,,,,8193 Sunset Blvd,,San Jose,CA,91001,US,(718) 204-6095,(323) 414-2616,8193 Sunset Blvd,,San Jose,CA,91001,US,(718) 204-6095,(323) 414-2616,07/22/2017,10/19/2024,,,,M,,,,,,207R00000X,A78632,CA,Y,,,,,"{""identifier"": ""A78632"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BM9062552"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,,N,,,07/22/2017
4224109887,1,,,,Martin,Carlos,,,,MD,,,,,,,,,,5115 Columbus Ave,Suite 393,Bronx,NY,11201,US,(718) 411-9888,,5115 Columbus Ave,Suite 393,Bronx,NY,11201,US,(718) 411-9888,,12/13/2017,07/20/2025,,,,M,,,,,,207RC0000X,060NY434652,NY,Y,,,,,"{""identifier"": ""060NY434652"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,N,N,,,12/13/2017
0166299795,1,,93-8948326,,Jones,William,R,,,MD PhD,,,,,,,,,,5550 Ventura Blvd,Suite 582,Santa Ana,CA,900**,US,(929) 519-6444,,5550 Ventura Blvd,Suite 582,Santa Ana,CA,900**,US,(929) 519-6444,,05/17/2016,03/12/2025,,,,,,,,,,207RO0300X,A16613,CA,Y,,,,,"{""identifier"": ""A16613"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BA8053283"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,Y,N,,,05/17/2016
5577017156,1,,79-8516545,,Miller,Elizabeth,R,,,DO PhD,,,,,,,,,,7626 First Ave,Suite 731,Bronx,NY,10004,US,310 672 3798,,7626 First Ave,Suite 731,Bronx,NY,10004,US,310 672 3798,,09/05/2015,06/07/2025,,,,F,,,,,,207X00000X,060NY481104,NY,Y,,,,,"{""identifier"": ""060NY481104"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,N,N,,,09/05/2015
2761539666,1,,,,Miller,Jennifer,,,,MD PhD,,,,,,,,,,1163 Lexington Ave,,Albany,NY,11203,US,(424) 550-9921,(929) 521-4318,1163 Lexington Ave,,Albany,NY,11203,US,(424) 550-9921,(929) 521-4318,09/14/2017,04/23/2025,,,,,,,,,,207W00000X,060NY751034,NY,Y,,,,,"{""identifier"": ""060NY751034"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,Y,N,,,09/14/2017
